18
958 1763
343 63 62
817 622 889
398 899 81
338 355 932
105 246 630
815 130 692
836 388 896
252 424 182
519 768 948
488 378 671
816 549 344
589 132 692
166 384 220
652 710 449
634 836 554
747 725 250
127 880 780
16 144 963
250 869 32
203 890 108
566 494 870
868 745 847
773 547 13
791 632 729
139 880 801
737 238 740
290 483 962
760 765 537
906 511 465
86 794 927
606 611 211
774 50 854
148 636 255
266 194 549
100 816 910
369 161 924
771 326 942
899 343 586
393 399 317
239 198 502
517 482 141
18 460 164
384 613 111
247 636 344
848 297 806
155 798 63
578 286 54
17 871 980
114 610 893
131 224 851
727 64 538
446 408 859
437 414 203
351 781 79
334 80 826
494 723 819
448 415 859
250 14 53
521 461 116
2 398 921
525 110 955
108 885 953
14 316 810
508 311 308
101 728 587
26 9 18
164 199 468
133 575 90
492 577 968
503 620 407
880 691 479
347 388 292
399 667 655
466 90 436
761 124 354
640 76 137
113 577 184
324 535 417
421 42 13
73 742 880
28 391 596
46 175 507
248 262 41
34 743 283
335 327 647
765 50 293
315 728 430
300 748 588
116 657 622
657 413 808
225 376 179
733 907 848
536 524 393
536 56 123
85 628 753
698 327 799
127 114 354
94 643 160
302 274 936
156 310 277
874 448 414
473 392 92
528 778 700
122 812 576
801 86 928
566 348 351
793 549 612
458 646 433
800 47 179
41 666 969
209 719 405
594 161 611
119 463 692
378 839 483
343 288 566
392 835 387
869 28 66
531 528 921
657 64 397
126 905 564
838 246 929
399 300 150
868 157 29
769 215 746
607 877 698
633 153 965
496 851 761
676 544 109
885 140 905
164 690 863
112 221 853
384 8 631
879 576 635
98 599 821
612 564 987
398 122 300
586 404 288
716 872 235
532 380 250
181 814 241
674 286 735
166 669 211
873 588 342
195 264 430
861 739 102
810 184 900
173 645 668
169 858 194
13 519 948
507 818 764
113 240 983
132 696 826
195 710 149
361 202 683
92 712 73
811 85 223
509 367 632
664 112 48
390 649 127
501 819 966
182 691 245
487 747 85
239 133 177
404 749 397
780 34 257
595 722 253
654 222 902
657 237 289
56 372 170
439 272 795
166 24 448
572 389 23
603 243 459
16 219 670
455 751 731
365 482 553
170 811 944
346 29 593
133 290 930
820 380 236
753 423 969
410 76 137
736 827 110
60 45 646
400 245 849
146 588 872
756 789 983
810 16 767
524 145 439
575 545 151
46 625 73
60 365 896
193 353 254
493 400 399
203 790 897
363 545 906
387 352 947
776 657 136
674 58 648
202 342 386
420 312 277
246 256 470
616 281 382
467 637 972
46 773 501
801 577 67
466 180 517
385 155 286
806 393 996
215 495 850
886 333 492
878 36 216
797 775 296
699 885 217
79 519 500
498 842 758
613 808 532
427 562 811
828 512 256
251 757 741
387 520 397
385 696 689
875 308 22
889 679 141
86 281 566
529 604 36
26 905 302
340 677 901
420 171 472
459 392 480
129 838 568
780 307 549
448 445 15
787 135 491
531 753 485
399 26 38
31 315 89
445 563 816
292 350 970
885 642 379
646 566 965
614 618 581
206 345 834
340 83 390
47 211 402
578 486 783
783 788 166
691 72 326
655 206 465
843 438 327
612 21 919
5 503 922
453 466 397
516 196 613
883 406 97
137 59 420
524 573 415
686 825 865
710 219 14
30 253 55
328 700 691
585 261 147
428 641 808
236 516 796
272 424 945
572 355 159
561 674 202
371 824 689
24 388 524
556 567 865
361 412 460
769 604 88
567 198 369
308 340 29
753 805 961
14 598 18
901 39 983
730 741 81
116 89 972
106 224 466
809 181 361
378 725 618
147 575 74
97 471 765
402 354 683
455 466 529
624 159 176
328 10 349
716 483 439
874 816 549
163 661 70
159 716 50
139 182 883
116 822 476
840 464 934
31 385 819
708 326 585
193 500 931
336 636 215
406 265 823
609 180 467
24 61 569
797 742 770
770 220 848
56 366 181
65 765 102
48 665 359
270 95 880
458 452 729
214 813 195
729 700 615
671 802 805
157 27 618
575 319 87
655 282 317
395 383 941
791 514 600
695 749 219
713 460 894
59 161 203
145 710 429
34 223 843
745 154 673
300 542 990
420 466 448
651 632 6
182 115 104
461 851 680
832 434 960
874 640 592
511 551 833
895 418 561
504 740 374
351 258 981
71 177 933
344 466 231
659 353 730
440 198 694
528 451 75
789 209 42
747 106 287
642 258 953
42 126 481
411 234 608
467 207 321
808 495 488
455 425 424
745 608 859
51 354 861
463 470 97
631 436 25
675 358 473
9 602 906
681 236 672
786 577 342
307 240 719
571 283 579
102 31 36
232 284 631
628 693 761
781 500 11
1 172 691
775 748 764
679 856 399
453 647 980
223 22 504
495 369 356
586 465 680
877 517 956
344 135 442
714 346 374
389 118 185
111 43 851
107 654 954
111 582 26
198 595 666
258 821 698
782 507 868
842 475 376
304 405 935
179 790 102
474 854 670
7 709 179
110 130 634
394 75 292
855 454 601
677 846 959
26 700 840
713 46 903
900 306 265
59 702 422
461 740 608
795 378 438
331 283 225
32 372 25
322 22 9
487 267 391
899 878 152
600 495 947
83 622 439
443 647 253
88 121 742
139 349 846
317 601 821
831 546 495
516 112 140
398 98 788
734 129 39
384 113 206
812 380 255
740 219 64
216 99 803
688 298 265
435 167 721
505 898 775
90 619 819
536 556 34
744 281 397
606 624 434
708 726 55
528 782 109
476 795 867
817 858 137
431 123 864
483 20 294
787 837 790
310 286 639
714 76 218
740 380 369
177 622 656
266 297 503
805 13 825
5 835 420
590 574 442
211 151 333
608 870 226
839 263 224
126 277 950
778 118 129
334 534 5
260 695 825
152 482 438
377 81 447
533 784 19
218 496 723
26 830 330
230 247 248
837 637 74
647 506 660
365 861 712
310 572 201
41 897 912
584 667 423
795 654 484
611 503 290
905 721 866
172 401 698
446 678 161
161 285 540
820 802 197
140 125 227
129 281 933
866 831 608
825 311 100
47 248 131
16 773 529
280 775 432
466 276 550
483 73 17
565 398 975
512 485 164
35 429 238
741 584 382
720 848 158
134 519 656
219 12 301
744 708 886
241 782 260
838 397 55
729 867 294
420 264 203
584 877 112
199 77 181
103 332 911
709 497 104
765 108 53
683 33 964
91 570 13
386 126 536
281 259 577
444 621 597
268 691 372
677 442 130
820 14 292
730 173 88
3 612 954
79 404 294
471 650 967
786 444 938
124 326 153
345 301 51
633 464 547
416 604 283
50 59 214
554 179 531
758 518 375
777 527 107
746 317 244
885 546 360
747 108 334
56 570 200
648 166 547
828 567 51
592 43 146
164 118 569
518 764 988
325 374 771
722 696 781
862 285 220
179 334 162
472 664 491
45 571 834
251 224 239
466 880 536
144 149 228
819 292 507
486 147 382
221 766 573
793 249 925
123 609 333
688 777 959
806 599 257
652 342 747
431 695 488
728 291 215
534 680 48
890 823 843
246 236 535
734 763 289
764 674 305
744 387 920
813 865 570
177 592 361
31 870 648
345 502 709
269 359 168
456 21 297
900 533 690
848 293 975
409 91 29
677 467 923
188 253 484
1 742 647
499 112 102
102 84 430
28 656 691
211 693 261
790 94 338
422 715 159
457 660 635
380 393 806
191 343 177
541 386 171
536 721 388
213 219 266
831 367 209
514 724 815
171 726 458
326 486 489
452 249 85
344 506 385
668 678 399
24 180 163
732 553 207
859 738 968
652 451 761
796 348 986
132 707 353
227 516 574
33 517 482
413 904 658
239 835 885
869 161 338
430 893 420
809 748 417
596 721 633
14 482 287
383 765 290
55 657 262
78 188 610
147 503 849
457 459 780
477 905 695
765 106 938
884 605 756
55 392 124
497 698 807
497 155 44
779 491 137
901 529 931
4 217 417
734 607 683
94 771 956
29 871 861
677 21 585
18 216 840
455 586 324
683 542 841
120 792 406
804 66 818
383 843 243
87 841 881
547 65 408
620 705 346
280 241 439
190 437 241
233 128 577
557 111 224
352 871 837
221 547 775
117 469 224
418 626 915
541 297 520
805 822 937
778 670 615
314 32 555
66 809 227
807 385 807
17 41 381
189 825 835
177 835 69
702 195 881
636 89 521
891 6 532
99 578 853
641 712 440
462 517 366
475 879 237
48 901 590
652 292 791
80 578 764
520 503 321
683 392 212
247 871 449
223 124 151
830 234 595
368 789 229
426 896 373
684 130 786
269 569 120
738 541 889
273 855 667
177 597 659
868 697 409
88 639 690
417 273 90
287 412 691
375 260 232
113 65 471
625 588 714
340 180 28
694 260 746
455 406 500
271 83 89
379 490 61
524 62 633
602 769 986
450 780 60
204 640 409
284 461 688
559 7 479
681 373 272
640 882 149
546 39 160
492 705 218
859 118 707
426 411 654
416 265 484
489 112 627
354 371 988
904 19 971
301 774 608
358 44 697
91 357 285
450 253 954
372 162 843
586 103 556
353 424 978
833 756 466
308 370 564
168 134 299
605 42 210
349 495 795
620 215 701
543 350 164
644 545 551
522 242 645
515 649 35
346 177 99
893 872 750
39 718 677
702 417 988
401 734 832
827 421 592
432 176 970
65 412 312
139 631 341
151 246 775
903 329 689
535 209 107
563 685 990
542 642 455
512 331 221
691 582 782
15 894 915
314 510 279
823 790 724
795 499 480
363 301 661
609 82 712
559 294 928
155 376 809
320 266 390
395 845 577
560 813 603
818 805 575
85 297 574
154 854 165
812 705 548
909 365 37
194 416 372
730 626 99
901 318 207
811 673 301
435 170 88
700 897 98
663 131 998
533 642 390
694 292 373
274 147 222
320 344 687
346 837 619
765 393 849
122 763 322
766 726 43
384 380 197
528 59 656
755 332 373
798 800 571
278 134 127
340 613 958
374 832 371
566 149 780
683 279 986
275 440 537
798 290 425
220 339 231
351 788 752
718 32 322
439 64 758
323 724 172
378 452 407
711 683 216
192 865 130
618 621 465
158 593 210
441 762 871
839 693 234
273 607 99
90 753 994
259 727 604
433 42 247
270 427 566
727 230 799
785 641 693
704 698 877
93 860 616
211 316 423
686 869 593
406 450 648
129 569 114
390 739 533
459 357 498
592 769 125
120 241 781
343 28 306
232 216 448
671 102 620
384 662 424
655 418 526
811 513 325
494 580 963
815 746 314
153 574 241
266 88 212
871 321 779
381 675 967
335 233 954
533 586 804
569 173 539
304 736 463
338 91 371
679 392 103
91 188 510
194 252 489
67 442 759
741 637 921
469 738 565
262 524 135
541 156 306
395 210 406
649 817 568
633 136 788
60 377 33
351 801 653
380 319 886
186 542 215
834 291 816
207 54 184
181 704 775
429 377 518
127 143 852
858 909 561
777 689 605
415 148 822
446 314 168
518 405 264
513 391 990
20 379 580
603 499 401
792 742 883
136 125 948
232 231 932
551 98 855
892 181 644
489 485 301
777 501 220
423 260 181
250 579 971
482 394 483
742 900 275
246 182 497
836 653 448
564 505 603
861 691 741
202 450 486
136 304 51
896 307 857
93 178 899
151 872 352
811 641 546
116 80 481
457 747 676
265 187 493
646 66 783
818 140 894
676 325 224
158 28 84
394 254 531
473 777 805
380 143 289
766 69 519
323 787 126
326 220 819
749 472 250
67 115 306
110 16 905
529 118 803
772 160 963
319 706 369
191 244 712
159 876 71
771 21 184
153 529 497
886 903 528
128 1 9
246 854 771
886 468 310
890 719 882
298 799 286
519 665 871
211 562 599
673 794 703
338 124 501
882 108 915
425 282 957
565 765 579
519 292 560
743 598 462
738 753 276
772 445 88
680 361 422
234 767 43
63 891 860
127 19 474
130 476 665
182 477 365
596 525 776
119 617 553
433 215 132
73 587 656
136 743 53
47 285 250
493 206 409
294 684 91
90 349 393
732 368 867
122 354 308
220 821 166
907 271 586
460 802 6
534 743 63
624 861 389
480 287 633
254 330 839
18 243 448
406 102 520
799 762 102
801 130 680
749 168 426
230 364 922
115 498 136
265 759 74
702 581 854
617 384 261
611 560 152
350 122 840
785 585 289
842 145 66
49 606 831
676 2 634
361 757 363
804 267 785
118 589 708
317 804 147
210 74 63
114 555 983
456 177 543
408 722 999
565 40 861
193 525 114
259 574 32
258 705 381
266 187 404
571 147 927
259 675 961
812 886 764
760 144 468
286 127 62
636 906 598
516 411 141
825 581 500
206 216 901
459 509 944
204 432 891
280 254 644
435 55 594
625 813 192
196 141 564
197 349 616
859 761 967
901 619 612
5 408 853
217 660 691
274 350 725
679 879 48
133 654 588
360 252 123
187 848 607
195 353 643
860 725 41
334 904 831
814 867 132
7 792 127
545 315 605
160 668 452
891 50 41
178 457 348
532 108 993
385 609 939
223 481 20
102 745 300
164 455 99
346 379 259
508 631 244
64 529 445
158 378 966
900 59 677
158 422 401
51 656 352
730 678 481
815 71 688
670 527 436
789 519 580
77 675 309
496 553 739
808 908 936
254 760 100
370 462 113
750 619 893
264 237 902
689 714 143
864 323 504
861 625 234
510 656 93
877 339 383
292 557 986
838 23 363
464 713 142
707 520 780
816 294 944
380 405 374
523 403 360
206 578 921
421 591 547
867 809 604
656 121 176
903 97 632
285 28 690
381 681 766
577 887 137
98 422 208
811 717 790
390 488 488
636 106 18
305 99 205
677 891 957
200 907 968
171 560 255
157 776 200
753 113 620
207 680 309
283 132 941
871 751 956
703 142 344
522 571 597
684 75 977
373 576 688
24 537 439
73 289 897
340 106 888
387 529 256
539 485 3
132 582 806
816 681 58
183 552 325
299 896 627
172 569 126
270 409 684
329 787 136
279 229 45
70 591 855
527 82 177
159 283 353
714 354 987
539 563 198
675 488 214
175 755 262
306 459 585
156 49 798
372 582 543
726 524 77
303 836 562
132 506 612
221 735 613
877 97 284
756 762 357
524 614 927
893 404 999
755 751 143
237 460 171
301 619 106
830 890 99
152 329 435
152 327 751
544 305 696
539 578 836
599 858 919
175 635 826
546 199 964
906 685 825
360 590 44
342 41 522
708 423 150
433 767 234
414 55 607
130 646 263
618 7 832
125 310 172
153 465 249
315 892 842
340 745 211
808 168 90
146 526 143
492 85 838
804 629 810
513 641 183
844 688 980
528 207 891
563 150 799
623 204 31
874 455 885
593 752 566
215 667 902
71 847 112
353 180 120
192 625 883
329 196 961
751 878 958
721 175 632
68 688 112
461 192 660
25 501 461
791 373 496
455 487 885
739 470 110
886 357 833
209 549 983
599 139 977
294 589 820
112 82 240
904 71 134
832 698 950
728 192 202
532 657 759
783 610 343
128 681 859
275 199 439
32 690 89
643 93 956
25 875 393
669 96 69
854 234 78
907 332 729
936 1626
495 822 320
623 184 156
287 548 903
483 87 106
38 717 701
83 700 869
434 514 124
738 586 975
500 678 542
303 598 804
10 717 628
223 486 856
922 331 3
884 826 858
558 744 919
135 602 755
457 808 310
813 612 258
306 43 768
552 281 888
339 532 485
789 382 668
164 264 808
540 613 265
431 613 16
135 160 570
574 878 715
626 762 727
545 486 871
267 514 664
670 134 516
147 264 252
802 571 22
18 851 757
536 702 785
416 617 854
421 39 801
915 932 129
751 321 453
476 644 460
697 24 106
888 453 666
241 256 480
79 716 311
882 586 584
669 494 974
620 516 957
666 929 243
495 625 560
816 807 641
806 186 941
440 157 320
214 934 280
244 180 329
411 328 601
907 252 212
398 48 86
846 274 209
919 872 652
379 460 374
270 508 746
797 648 18
300 576 368
697 488 307
559 911 46
936 803 231
610 709 297
304 436 52
62 616 623
836 257 912
56 474 649
92 46 592
397 893 553
275 203 676
796 500 306
769 533 430
752 475 388
478 911 286
852 486 971
923 463 836
363 317 795
522 479 686
813 868 519
109 406 713
896 651 952
871 906 617
733 3 261
36 794 182
871 206 234
596 554 290
773 84 831
41 719 214
403 826 705
183 390 323
145 472 955
635 78 404
68 445 840
151 739 396
367 630 349
496 788 957
491 337 807
223 659 758
419 556 349
885 220 610
385 375 847
386 485 531
242 359 774
805 132 128
253 217 948
145 349 124
374 690 327
42 711 614
583 531 384
130 924 301
512 684 329
390 176 642
672 734 960
910 124 81
426 561 421
629 178 441
536 178 610
49 500 101
753 647 284
507 828 865
627 354 917
883 99 231
86 377 427
40 556 427
616 836 131
24 841 332
684 154 419
825 758 127
328 9 225
231 802 473
534 875 282
485 899 688
95 456 60
881 21 828
492 723 785
803 830 515
730 702 914
824 215 586
23 32 440
747 155 454
525 133 807
257 732 931
26 689 218
94 70 16
711 187 717
316 504 497
863 110 279
587 749 644
390 752 474
105 203 710
786 868 433
478 425 948
480 608 283
489 799 36
446 264 807
880 740 664
391 597 344
714 874 597
867 737 883
422 715 612
721 142 927
359 388 712
426 425 975
827 443 366
783 123 147
676 827 637
335 643 739
147 616 309
559 59 521
132 413 657
411 446 264
41 467 307
15 443 382
183 883 852
1 145 121
90 716 734
624 335 741
98 855 958
328 383 154
635 299 920
52 349 688
226 52 189
757 672 221
311 168 389
342 107 327
599 196 608
82 601 747
515 739 653
157 819 838
67 378 422
55 170 43
633 486 749
321 38 277
445 115 244
933 509 304
20 286 393
893 685 122
745 493 463
892 617 920
331 284 951
91 415 333
185 936 549
701 709 267
473 471 712
930 575 44
268 244 488
227 433 418
460 691 869
834 178 878
152 581 39
707 1 465
242 916 615
84 203 662
199 371 299
449 465 812
114 486 123
68 544 802
146 578 63
554 773 891
456 137 455
492 688 757
844 112 634
220 562 981
585 566 41
860 175 70
201 641 895
49 612 213
871 424 22
184 357 756
161 525 201
315 78 348
743 595 252
657 621 394
579 554 695
839 2 922
430 379 378
316 689 843
21 693 858
392 676 889
934 888 909
610 864 21
758 589 792
831 785 689
826 173 758
831 720 78
625 733 285
387 777 56
303 436 699
258 651 870
584 644 3
643 164 947
401 696 215
915 609 508
764 544 241
105 931 788
921 324 527
554 446 653
589 47 855
604 273 634
237 852 456
106 535 700
646 444 368
123 569 145
133 7 295
288 374 770
273 930 248
587 467 103
899 672 379
710 47 675
648 156 341
256 509 376
259 217 804
862 73 235
893 491 16
329 60 470
620 530 89
810 933 738
471 142 398
671 72 981
101 897 866
360 221 873
916 435 773
128 152 379
5 160 125
862 66 775
601 855 847
113 908 622
93 673 898
618 326 653
18 311 56
816 859 741
132 124 881
556 15 521
244 49 196
264 875 573
788 752 603
210 811 43
650 468 773
910 887 433
356 576 623
119 574 321
612 899 796
573 764 377
321 625 128
88 439 49
286 426 890
587 66 570
146 498 407
920 501 564
464 528 997
418 205 686
575 574 533
608 794 533
693 618 938
582 640 992
671 52 424
843 165 854
174 701 705
451 523 962
583 9 586
374 692 261
11 135 928
747 330 264
749 470 135
664 257 642
396 854 627
663 622 866
336 616 906
511 890 314
579 547 264
632 287 879
768 783 654
675 58 124
481 451 106
209 871 155
473 98 965
389 223 562
602 8 110
812 895 607
840 643 853
255 245 756
205 760 927
798 80 898
636 856 155
536 581 443
714 671 33
531 530 279
49 607 706
224 437 122
138 785 626
445 205 881
124 113 600
181 212 114
907 784 493
555 387 864
557 461 80
603 426 677
611 716 400
610 375 251
355 153 655
696 357 920
288 218 417
459 126 645
666 930 781
510 629 963
205 880 178
157 391 653
212 638 97
290 136 586
850 833 949
390 611 530
307 358 118
492 912 414
758 635 348
652 456 933
384 447 886
848 841 716
98 75 803
390 388 461
464 495 488
280 370 402
73 166 252
117 282 330
573 266 41
517 276 838
673 415 128
152 910 747
828 837 497
468 557 783
632 517 971
29 204 571
679 597 580
898 846 631
188 865 385
623 813 218
374 124 894
209 676 907
700 581 331
250 695 88
303 69 54
2 932 945
330 474 315
525 218 158
430 403 897
160 364 587
181 660 489
7 710 131
376 394 846
751 892 116
467 893 929
339 39 467
518 230 694
764 769 137
495 837 289
484 693 917
864 523 253
213 404 448
162 183 555
122 667 457
179 272 970
802 205 171
804 789 197
286 30 312
509 374 921
517 349 657
776 212 718
499 242 677
332 1 911
876 661 399
398 277 995
30 133 800
716 44 74
873 116 45
102 694 347
508 859 56
331 845 908
646 248 151
210 527 354
204 816 750
666 827 256
475 190 569
614 908 979
504 545 108
426 141 832
895 56 84
804 218 525
744 512 942
304 499 777
203 563 682
316 733 742
447 187 766
36 260 36
736 494 165
627 531 300
779 231 781
282 234 967
138 609 684
485 95 984
349 599 673
39 291 304
630 816 107
700 10 433
105 632 449
137 487 465
300 885 505
878 531 847
323 199 937
547 79 790
915 219 155
873 845 547
456 534 436
678 66 620
118 683 147
677 220 990
374 174 594
298 535 840
661 685 708
282 591 44
591 792 213
476 355 985
304 855 584
779 272 995
567 150 470
343 63 370
108 624 675
823 375 465
561 314 379
733 792 959
387 562 999
110 174 100
268 217 34
630 180 566
732 750 593
758 256 458
840 901 188
841 653 326
282 124 558
249 271 37
268 928 515
872 549 41
675 376 907
637 107 380
97 482 237
251 159 346
8 728 599
15 417 595
591 230 541
502 13 404
843 43 31
189 682 855
754 215 380
710 33 121
127 238 288
709 625 941
535 201 732
886 654 501
78 200 210
913 528 426
11 718 266
54 186 703
297 599 334
632 206 909
140 901 894
31 762 698
810 794 294
628 584 764
933 185 94
413 850 253
676 683 785
627 415 827
758 206 975
367 116 344
209 804 823
807 623 788
667 49 561
268 866 96
221 786 485
158 714 802
247 543 628
617 418 972
643 247 892
928 84 890
745 589 805
467 297 872
100 596 692
936 388 515
330 49 887
482 416 5
919 589 753
54 538 618
701 528 934
820 21 548
322 389 447
751 764 578
846 300 827
310 154 523
390 837 571
695 845 295
867 553 24
323 590 67
97 853 100
161 869 184
599 882 54
598 43 214
771 844 152
377 615 351
785 66 43
702 252 897
282 22 190
388 67 13
340 321 877
167 634 975
413 319 288
584 155 574
391 883 170
668 794 427
135 269 496
518 212 489
451 597 906
779 173 182
396 121 708
708 764 504
408 867 77
806 121 356
10 552 694
154 134 504
96 483 980
214 470 176
545 474 210
845 415 431
686 19 872
926 899 642
931 335 658
538 826 61
266 482 691
597 688 21
485 257 751
905 160 675
522 286 451
771 50 80
316 762 457
220 448 472
311 412 115
891 343 683
779 167 25
211 547 143
634 119 602
780 180 513
279 576 690
152 533 380
612 849 690
70 39 797
349 900 633
511 161 949
618 277 447
8 814 649
479 723 847
917 469 385
108 572 568
351 167 612
391 313 928
634 375 266
339 860 785
844 44 500
279 535 132
493 700 402
116 606 359
846 578 356
846 129 107
566 482 514
516 362 759
6 687 300
703 646 637
264 37 416
168 14 676
331 726 219
532 89 848
908 443 171
703 512 792
658 271 360
923 267 642
31 449 359
403 93 910
114 215 235
891 12 716
764 634 903
123 524 388
796 381 501
363 855 866
934 760 632
919 623 305
489 33 75
608 517 979
8 325 720
698 12 192
82 312 847
104 292 775
811 146 72
226 694 991
167 69 129
247 225 121
539 360 512
511 776 790
655 853 416
223 471 881
822 757 167
425 389 768
517 72 8
293 836 754
478 538 678
668 846 985
305 637 568
918 257 353
669 384 514
565 226 754
144 601 589
884 209 486
612 908 318
246 131 936
39 116 119
877 852 387
935 934 154
904 608 919
105 470 6
526 286 496
118 651 333
279 578 469
335 521 969
593 922 480
360 875 283
1 490 48
603 274 686
572 506 912
420 898 389
426 317 109
825 340 346
891 150 559
915 155 738
751 294 820
137 658 251
720 929 760
526 113 330
720 762 679
708 38 773
239 523 381
17 122 264
52 366 544
662 931 948
921 736 838
305 366 312
315 367 518
228 578 355
226 568 878
625 387 727
698 801 460
759 846 613
383 903 207
538 260 98
19 160 954
170 633 352
315 874 666
699 284 73
188 762 641
447 299 740
894 425 374
53 755 126
51 80 858
715 859 313
518 759 86
585 503 587
338 66 64
854 287 797
197 563 717
539 665 54
90 503 527
164 674 558
16 536 12
362 151 989
34 204 21
468 25 823
886 390 12
118 549 479
317 275 141
753 416 563
772 344 317
224 241 876
684 165 973
175 889 333
666 737 150
742 491 665
387 591 238
259 224 968
144 398 652
168 759 243
297 45 464
602 247 908
300 141 150
638 362 814
304 499 948
133 275 491
573 344 411
207 544 640
785 653 565
10 453 604
253 725 517
813 581 86
766 520 516
122 534 255
62 48 948
76 187 197
398 605 940
113 502 620
355 485 484
415 606 322
862 205 425
11 738 902
497 148 303
357 614 91
597 619 807
868 620 516
78 755 78
699 459 912
662 135 65
753 6 686
875 773 588
340 345 793
815 291 472
637 743 37
115 378 484
593 752 745
887 396 70
440 844 91
364 54 321
650 797 479
471 793 128
397 310 551
777 491 785
136 28 432
165 266 782
527 317 894
429 255 287
739 868 658
888 512 148
718 344 327
122 49 227
228 724 402
468 160 547
247 630 742
344 227 561
634 3 732
870 237 678
711 246 297
153 908 436
594 837 734
223 140 550
396 476 486
395 652 896
669 75 264
688 906 193
377 534 307
606 589 480
524 492 52
735 362 332
621 535 16
733 24 575
648 163 595
739 507 975
487 566 87
510 807 799
724 153 261
101 57 952
171 186 942
8 538 458
875 554 621
162 638 865
42 345 150
618 100 381
836 397 571
519 664 289
245 799 484
419 838 160
345 74 115
653 57 224
525 677 709
664 328 589
177 909 254
193 560 143
701 425 774
59 746 408
600 259 522
720 577 39
902 487 465
648 775 421
537 831 884
241 493 760
13 41 945
416 210 427
386 137 452
742 470 988
311 514 762
740 407 293
748 418 716
547 741 151
745 379 135
850 239 113
770 314 885
504 80 347
482 160 471
559 407 132
421 736 615
705 870 711
367 323 318
91 762 18
247 890 197
310 826 174
615 710 355
227 914 293
932 769 88
659 89 845
213 739 43
67 831 562
450 458 803
99 640 391
149 604 297
847 474 189
765 242 129
628 800 250
858 4 756
785 281 969
516 448 868
317 281 347
463 237 706
440 909 363
893 228 807
451 897 636
160 480 998
657 648 820
505 614 189
525 74 55
867 206 399
733 308 513
773 558 522
319 718 539
634 735 928
305 116 193
469 931 606
502 734 216
272 725 28
662 588 176
138 499 378
667 754 819
416 63 248
391 523 860
112 809 977
311 667 141
530 884 550
487 820 185
108 4 40
453 351 611
688 263 407
271 469 531
617 19 748
245 337 122
541 429 124
686 849 652
13 627 990
578 615 196
276 896 96
378 10 244
269 92 84
842 768 312
114 562 98
409 880 289
911 216 740
268 196 760
641 439 684
797 696 739
178 183 971
112 373 731
553 246 234
737 163 887
916 700 112
34 632 982
193 500 367
503 564 688
465 60 542
457 718 743
200 418 351
305 62 225
429 880 570
329 128 176
713 286 633
443 145 70
341 163 665
911 268 58
900 492 695
451 922 474
316 515 664
603 177 719
163 687 320
164 885 372
45 916 104
7 59 937
812 900 358
159 785 981
142 205 675
296 75 784
70 527 587
620 177 324
832 175 872
112 460 412
177 917 112
417 249 374
263 728 277
246 305 690
190 631 13
917 574 216
353 505 627
775 111 271
719 77 228
718 439 14
882 518 294
506 711 429
112 578 994
848 294 445
589 807 779
98 106 915
272 736 270
42 243 300
68 713 376
175 243 322
485 700 345
552 765 678
514 634 427
550 521 148
365 886 694
262 756 502
857 758 555
313 892 767
21 366 501
546 884 702
741 402 903
333 438 556
910 614 102
390 838 890
760 121 709
511 105 495
573 588 617
737 38 256
329 123 356
803 28 324
593 274 204
805 237 843
733 829 369
120 232 923
594 191 870
160 860 301
842 637 297
268 498 695
457 773 206
514 47 235
609 408 11
197 748 842
515 705 107
809 748 30
526 567 542
508 222 8
934 170 346
523 293 23
315 415 591
673 404 851
466 355 629
417 794 624
876 542 903
763 164 24
171 85 274
426 716 429
361 355 643
909 124 85
323 785 163
552 479 164
68 800 562
820 221 576
278 308 946
154 909 396
13 398 595
31 345 212
492 681 701
277 915 253
674 401 765
534 360 757
628 415 217
911 133 165
265 654 397
436 272 72
616 728 937
442 292 139
221 911 976
20 212 50
283 892 548
277 431 850
729 588 749
413 529 679
247 44 680
157 266 178
344 74 708
465 387 851
892 242 934
402 882 921
798 652 845
635 776 602
232 68 126
12 428 518
664 158 477
521 746 814
366 25 650
274 158 527
607 257 628
16 276 954
646 813 318
899 3 42
132 832 918
224 577 436
727 514 420
402 159 129
225 528 103
131 593 93
882 345 988
787 81 487
471 100 87
849 722 588
40 198 988
780 924 881
26 93 38
746 246 367
548 12 226
437 260 366
111 364 281
27 869 308
597 159 563
72 715 980
561 282 748
708 366 936
278 799 319
216 119 790
340 320 972
877 728 754
4 196 964
758 417 371
778 210 52
320 130 636
796 669 171
456 525 946
320 878 768
622 487 210
892 586 28
448 215 517
151 181 64
438 734 925
356 609 542
209 884 559
404 261 856
505 591 548
616 703 634
821 75 297
477 9 507
486 679 976
516 919 377
330 477 330
377 96 113
620 483 142
97 169 294
63 302 164
860 718 596
564 706 63
811 83 982
537 574 956
926 665 804
859 810 566
206 752 659
380 444 867
283 721 250
228 756 292
758 120 518
751 642 172
922 388 607
123 487 152
456 280 399
668 159 621
394 742 971
324 16 212
747 253 30
153 99 500
293 454 946
860 105 286
1 611 643
432 373 759
813 498 908
773 709 486
572 261 422
412 497 890
285 377 224
182 447 345
427 703 599
45 612 51
692 741 831
55 804 677
715 174 685
917 126 478
733 476 614
342 673 297
594 245 479
134 485 674
192 15 775
637 696 84
16 802 163
766 509 959
703 428 78
597 172 846
494 883 930
622 110 238
254 772 858
165 237 928
275 602 106
519 403 298
453 776 186
312 397 831
619 459 880
514 313 811
201 555 646
403 828 195
726 905 751
834 112 564
