17
944 811
701 240 -900
101 712 -281
393 486 260
629 35 111
418 723 479
609 378 -127
276 323 -466
464 498 63
324 139 -838
789 529 -345
296 604 988
771 450 -905
734 88 168
662 534 -477
18 295 167
183 308 -852
764 835 300
777 640 459
48 93 515
434 247 220
46 483 -143
167 302 -6
363 717 -667
66 809 811
617 104 -386
257 451 725
675 803 -239
829 318 239
531 106 569
735 404 637
512 138 21
321 425 803
273 216 338
427 513 -944
603 399 322
726 564 -879
126 475 -629
262 94 -263
322 72 -19
752 585 -122
381 65 544
324 385 -748
393 860 -423
640 155 -178
701 303 -555
9 741 -522
522 721 -787
851 187 -957
641 477 18
830 67 -82
443 389 -354
86 781 -505
432 96 653
774 240 -584
232 595 886
291 464 -156
306 562 636
499 332 834
746 78 370
672 350 -343
59 243 -438
590 173 -561
26 236 145
365 216 832
127 439 -868
639 848 -535
410 856 -673
627 286 -562
563 586 656
437 37 767
769 89 14
72 629 -78
387 59 722
19 599 -390
852 773 380
523 386 -279
285 131 407
637 346 791
841 428 -125
587 221 -425
706 367 -935
283 692 -94
511 347 536
787 748 704
841 36 717
676 384 709
297 647 -56
160 497 -625
15 577 671
380 45 -845
40 305 909
235 217 601
125 530 776
604 152 920
539 138 544
52 27 -114
473 710 259
2 257 -528
240 413 776
413 62 147
68 271 -384
26 96 890
852 458 853
804 413 -312
51 466 384
821 611 -246
394 307 781
748 847 183
53 114 268
225 534 90
714 673 -469
126 488 -768
230 373 -919
731 858 734
399 764 329
569 705 -727
523 591 -4
611 299 336
538 238 80
160 714 644
643 541 -28
573 522 -433
686 260 258
400 705 813
284 176 742
446 107 -311
759 149 -767
485 507 198
495 49 28
400 453 498
506 720 112
825 767 413
176 481 -652
277 211 334
57 130 162
169 50 -258
457 762 -547
389 631 636
650 674 137
62 685 897
346 791 -547
596 716 989
561 166 611
38 398 -657
784 778 -120
343 198 -576
443 780 965
821 429 318
192 104 706
604 770 -999
189 41 199
790 755 -447
242 594 740
623 42 297
486 534 935
86 821 -515
278 777 624
696 642 -707
366 846 869
156 624 -232
506 251 591
537 336 212
525 721 -971
785 43 140
348 339 -182
314 58 -446
454 583 763
689 800 4
288 79 919
813 572 905
859 429 -533
142 124 -26
857 736 -126
63 262 -987
818 36 -27
350 743 840
680 449 -454
768 25 49
60 353 -61
642 330 -226
674 259 -580
642 555 931
490 394 -690
505 262 62
431 741 407
522 618 22
23 255 85
822 383 1
340 704 -787
440 354 -899
206 765 500
768 106 -512
521 334 -934
855 502 583
163 732 -850
369 748 -721
825 164 -438
694 453 -499
566 701 -756
449 602 -863
581 505 421
431 712 -927
797 729 -626
444 278 -469
15 375 248
701 732 380
479 236 -899
623 741 -276
737 121 -962
818 374 481
100 516 831
127 566 160
43 65 -594
408 494 243
276 429 381
28 137 -152
167 416 -387
279 276 -563
645 805 -793
595 594 935
535 264 -979
63 345 258
764 280 -417
726 410 299
573 391 -664
585 210 -105
352 18 45
604 505 503
83 455 511
547 212 -438
625 287 -811
427 531 -960
394 48 -315
74 238 992
87 617 109
650 350 -780
542 58 415
720 20 -892
106 510 -532
702 281 -859
259 294 305
707 89 -757
339 847 -722
571 235 -297
712 387 -855
130 527 -951
830 268 -803
179 705 552
390 470 132
829 806 -164
637 783 -478
663 695 -695
219 487 -22
491 853 -280
703 67 -913
805 666 -845
121 238 1
324 243 674
665 753 810
272 31 -849
86 499 -881
282 73 971
57 228 -134
396 363 -795
823 757 -625
324 710 -478
268 196 -47
537 732 -278
400 660 393
68 12 752
811 806 -117
419 115 -883
108 504 -814
799 741 -441
388 560 956
110 167 -270
499 396 379
726 724 -584
855 2 -462
243 685 898
75 285 -574
645 389 818
304 588 821
575 446 970
213 539 400
586 766 -162
124 374 73
793 303 -162
814 58 180
802 430 823
619 782 -183
35 549 657
726 700 362
524 578 -493
706 400 -937
120 57 -434
253 80 166
632 530 -980
585 547 -174
31 32 960
54 292 367
205 712 -81
453 583 552
487 242 660
516 150 496
778 38 826
670 587 35
159 528 -206
489 72 226
487 600 -705
740 35 -426
420 327 645
174 728 -329
401 403 308
33 105 585
488 477 -716
623 429 499
464 781 920
201 508 681
803 361 -215
256 585 -43
497 112 -6
287 311 -336
54 485 229
603 403 -396
568 256 379
278 75 521
363 269 -564
747 850 399
708 196 -621
236 15 -909
528 45 241
843 175 -13
503 527 -420
660 705 976
578 120 -974
479 666 109
759 796 -374
185 707 -503
774 825 326
304 425 -688
854 374 -235
355 483 -531
844 244 -161
297 345 966
674 127 886
470 135 300
292 628 148
309 12 -824
604 718 -168
710 548 301
41 486 888
156 471 -800
78 47 68
752 643 -923
472 680 -431
56 292 174
509 124 745
470 856 355
332 84 -428
682 516 895
618 731 464
578 34 -942
634 64 -619
71 214 865
638 607 -132
169 348 -247
212 509 429
858 419 136
344 157 525
829 210 -121
423 243 393
190 349 985
106 253 708
474 800 452
390 367 -421
462 179 -604
405 432 -35
408 180 -815
106 677 -126
355 292 627
216 539 4
334 475 653
495 41 -601
117 408 -803
477 646 710
609 498 -427
52 487 224
392 339 -537
71 809 860
673 792 -76
152 71 -389
68 265 -265
708 557 -422
242 135 -223
749 821 718
171 276 -160
772 46 -392
589 658 -10
506 678 471
353 714 891
336 373 -312
138 182 906
577 607 890
144 302 981
825 292 -600
161 852 -499
228 272 690
288 823 223
281 334 -815
819 178 678
703 682 -676
62 824 414
223 651 -88
803 558 -355
337 625 -973
524 367 964
437 822 445
283 383 -658
6 594 -811
59 189 -870
557 41 -764
43 655 -311
38 677 173
772 556 893
57 466 -605
352 265 -602
161 572 -323
246 446 579
656 19 959
279 836 587
264 262 810
142 221 -756
761 627 -383
685 137 -986
184 199 -503
656 594 -433
735 779 -87
679 320 133
266 23 631
363 278 351
299 749 681
652 461 920
440 178 885
263 345 -360
469 560 24
694 271 952
684 429 -258
647 831 114
241 633 651
67 75 -680
475 141 -84
636 181 990
640 228 -160
620 440 858
604 61 -931
361 108 -38
305 651 611
227 109 933
532 75 -189
731 550 -395
418 489 -177
338 271 -560
705 379 -200
679 707 120
743 445 780
294 745 -949
500 353 668
63 729 -289
233 342 -177
264 256 -650
811 37 -836
73 360 238
356 823 -767
602 273 -340
697 12 407
43 790 885
180 57 -512
819 279 -730
31 91 -560
280 740 -329
306 239 -576
811 472 263
713 102 -470
247 795 982
111 509 -986
601 727 -389
189 67 998
28 187 851
620 580 392
237 847 -987
802 341 -935
518 485 984
727 25 435
637 105 -74
283 430 -915
776 712 725
690 775 354
85 804 -875
441 4 170
615 378 66
127 397 684
187 18 851
835 710 877
273 771 160
111 837 -646
570 279 73
179 245 466
357 461 -968
237 492 -790
501 192 -910
755 47 -160
562 628 -691
216 159 -707
61 847 942
247 436 -626
541 613 -531
67 816 535
215 493 403
453 754 834
660 380 -989
369 656 -351
802 572 627
330 818 404
639 374 -740
525 455 -830
558 384 450
808 356 866
744 657 168
303 449 -491
280 228 478
419 500 970
167 105 -74
606 209 49
479 103 -873
776 233 -347
683 434 129
803 147 628
862 600 581
820 578 518
478 268 -75
853 656 -439
192 755 396
742 29 -53
297 838 802
424 806 156
392 433 620
140 299 481
231 146 -875
329 7 256
511 322 -3
397 418 228
373 570 -38
812 775 -633
801 722 428
774 95 209
521 355 -724
784 485 966
9 283 182
89 686 -508
279 715 -818
18 303 281
437 85 -563
440 664 118
240 82 -154
396 826 -495
140 754 -890
253 56 -204
535 531 -508
488 35 204
390 47 -146
438 83 -210
707 641 -585
261 850 96
160 63 927
384 826 -947
248 459 644
410 550 675
171 782 -740
243 346 475
141 649 749
662 600 -450
448 16 618
479 541 620
338 613 -125
856 724 404
733 846 158
433 787 -622
322 773 -156
657 153 137
316 600 588
78 110 867
829 856 -654
189 735 -396
12 528 427
801 348 -351
764 91 375
352 306 -223
640 66 -198
586 465 -288
70 640 747
598 169 -96
480 602 347
467 684 441
391 404 235
368 510 95
773 432 -359
193 402 942
494 55 505
78 89 -123
194 635 -81
409 166 758
460 440 -815
257 213 -515
221 630 -206
317 685 -249
606 131 -80
408 329 -317
838 850 -98
712 369 277
257 795 -221
68 443 -993
148 389 447
754 798 553
147 34 -85
463 597 -136
15 413 -782
309 204 96
511 112 293
77 591 -654
656 347 -657
25 445 319
240 623 -433
675 732 -981
487 385 -411
284 476 -125
584 543 269
739 35 939
771 206 0
679 733 128
635 509 261
587 485 600
50 171 496
692 119 -409
492 531 775
387 824 351
682 632 961
616 530 882
576 21 755
215 830 -423
493 606 -912
812 157 195
589 711 129
781 194 -399
377 664 -632
543 809 -910
648 191 -877
800 110 -277
765 737 -452
832 706 -509
385 357 818
848 790 939
31 304 -908
173 753 -7
161 59 886
722 752 -99
170 203 -101
196 594 464
60 273 400
381 20 43
718 584 -234
398 480 -457
48 226 -756
629 837 -252
518 596 -655
286 466 -586
377 757 511
140 251 519
126 235 -864
296 305 198
548 247 -94
405 584 -70
830 630 403
778 321 -506
337 444 -462
251 407 787
808 672 -764
650 422 -542
704 54 153
121 304 672
772 784 323
113 749 -566
804 532 -204
324 305 280
655 558 726
150 650 652
76 325 -218
144 706 609
424 691 -47
415 401 933
383 691 -296
321 776 -593
789 504 -928
55 160 -4
18 221 677
498 689 -208
499 827 -267
556 211 109
52 290 -805
609 111 939
509 335 512
228 205 -619
743 741 226
617 155 615
595 317 634
800 16 -236
832 97 -370
557 372 -713
378 433 -574
45 139 760
528 274 78
804 502 -372
296 407 -196
144 827 778
219 664 -901
363 626 130
552 705 20
585 799 -400
649 794 449
653 21 -599
644 516 545
588 718 -325
652 316 244
509 670 -329
57 210 227
333 48 520
706 104 -126
206 279 -368
772 702 946
534 263 210
698 637 -942
765 127 -169
154 30 391
290 813 -971
214 183 -391
804 220 -293
402 71 -501
258 163 842
664 818 567
110 294 -764
7 105 863
503 349 -148
304 742 -377
324 747 481
789 226 -256
796 706 -298
7 748 -423
608 416 711
477 116 -251
658 66 -395
357 677 692
477 30 -660
618 164 -837
406 190 683
209 576 615
638 388 374
396 185 -837
423 304 104
194 251 225
787 489 -944
752 342 808
424 706 -81
520 439 533
278 459 583
800 178 -641
449 614 -136
160 193 728
812 804 777
405 74 -928
198 199 -531
521 493 -761
803 758 -787
133 770 -522
640 705 -517
189 368 872
818 615 633
605 228 -14
678 636 234
355 26 350
619 747 -205
754 170 564
117 303 -462
153 216 -583
798 220 786
345 168 -932
369 518 -808
756 232 921
148 566 -328
395 74 -462
718 842 -565
57 402 620
485 222 891
117 608 -596
431 670 802
822 442 525
716 802 516
622 704 -527
45 16 -983
200 21 378
698 426 446
98 772 472
337 384 690
548 404 186
727 243 312
331 202 -421
550 620 354
501 185 -621
89 58 -265
703 110 695
671 148 994
207 238 -19
280 55 968
470 353 299
663 519 -936
88 72 -580
458 777 776
705 683 -430
517 501 421
799 664 -930
696 257 32
538 51 -517
445 635 179
418 510 179
821 814 -389
585 568 -934
807 811 -332
227 40 -40
86 832 29
656 263 163
445 264 -92
828 402 -92
83 715 -327
20 332 160
663 353 624
354 737 -435
516 49 -372
394 100 328
856 230 -703
511 5 -140
289 594 -815
308 235 974
134 13 216
91 640 564
173 655 -753
510 261 160
448 137 536
375 360 567
854 105 203
22 54 -114
563 532 -265
339 286 -284
802 116 -975
480 778 446
831 576 -999
701 12 791
485 559 -439
838 726 775
837 257 -26
838 68 55
704 590 835
621 818 752
644 817 277
581 177 -27
139 715 -102
466 485 -520
543 425 956
162 827 561
225 771 339
773 181 59
544 804 -573
305 162 462
190 758 814
207 478 286
159 438 592
591 702 -549
120 518 -328
466 224 -252
694 255 356
229 737 -671
311 383 804
765 600 -678
268 311 -688
398 31 -236
547 472 -692
454 784 178
869 843
13 3 940
728 366 134
792 232 695
679 743 206
420 722 -185
238 591 -95
768 832 668
658 786 473
768 805 261
541 544 -21
36 738 -481
393 1 -208
498 89 -714
174 848 -781
258 511 858
825 204 500
107 532 737
487 472 -320
160 73 955
858 806 749
378 307 -867
169 493 861
332 354 338
674 580 39
456 5 775
721 831 -724
484 7 -351
659 340 -578
561 666 -104
750 96 -50
494 785 404
69 165 616
667 31 -891
636 858 882
802 470 -823
88 553 -558
313 374 188
700 560 -412
481 148 819
218 123 -456
108 779 93
679 869 478
251 681 -276
472 524 -302
707 285 300
252 712 666
15 756 -36
378 137 -656
661 586 -975
666 736 -390
546 145 -429
861 245 -304
595 11 172
519 401 -456
854 536 145
75 557 -114
624 484 676
662 25 -649
451 563 916
428 178 961
582 823 797
163 403 -727
665 800 -437
146 804 718
548 163 211
646 213 626
520 397 -860
794 136 235
643 267 580
630 669 -561
451 439 -683
474 291 -486
151 300 -343
81 256 -174
65 297 -834
648 422 -384
430 372 -150
214 328 630
318 380 -573
831 762 -920
279 864 -76
647 128 764
565 479 -249
156 618 142
23 309 -432
618 1 898
320 175 880
154 642 -21
730 222 -846
792 490 350
807 822 -124
478 195 748
672 867 171
551 845 -539
311 750 548
416 707 -355
487 197 -582
78 619 113
200 760 119
593 281 -353
544 143 912
462 359 -897
390 821 -718
867 290 -575
626 493 403
790 780 957
783 441 793
670 476 26
753 781 896
720 633 227
756 580 658
822 673 -573
526 22 -721
340 490 820
42 848 -892
125 458 -414
551 553 254
626 551 -780
674 120 -615
218 434 944
679 800 868
583 416 402
538 689 -726
250 507 181
810 842 148
64 516 -245
636 769 487
725 757 -333
694 240 67
353 32 541
704 465 923
699 759 408
746 658 -710
131 306 330
241 7 781
218 829 190
478 600 987
582 634 927
813 523 886
53 463 502
797 10 741
572 354 181
734 359 -773
466 399 334
540 63 847
777 493 649
140 508 756
702 681 195
556 738 410
39 529 126
656 491 954
73 521 770
550 471 -575
662 584 154
813 439 263
538 521 928
106 426 -491
481 508 970
616 479 -330
75 525 -537
5 38 -796
773 391 173
115 812 -757
862 107 749
679 199 661
689 702 -377
758 857 -413
118 407 -758
558 303 -407
393 172 -962
94 273 -194
171 48 -318
5 239 -872
40 828 82
463 663 -330
349 636 519
6 655 760
43 547 67
115 187 456
201 395 -735
595 596 -884
575 118 793
736 66 777
593 108 -895
115 659 -798
385 252 -76
565 765 639
627 642 -979
783 24 -134
667 577 -871
637 345 -852
107 111 -155
36 151 709
190 679 -694
357 254 395
395 371 -988
283 706 433
582 28 12
46 543 -270
672 777 220
99 162 -978
8 71 5
728 285 214
111 267 -875
572 722 978
468 235 371
235 496 92
508 419 -857
126 396 675
298 350 -509
226 388 741
282 97 581
660 515 -68
133 58 -92
719 280 -989
604 698 -392
716 865 -136
835 861 -798
31 75 842
311 412 -258
749 595 184
546 578 406
583 380 -213
202 837 496
571 66 -819
831 146 -392
237 770 -984
50 640 -724
666 472 -121
93 476 -582
73 432 -215
157 274 300
81 114 -934
634 417 136
346 261 40
695 112 477
179 374 366
629 18 283
448 442 855
722 725 511
139 231 -929
233 477 -707
545 95 -169
27 430 -310
862 72 994
626 463 -656
770 230 -471
628 180 102
74 78 120
624 132 -515
232 867 -747
224 504 -847
679 369 766
366 419 -308
390 585 -381
173 423 -730
336 242 673
617 685 985
525 100 -415
730 818 -800
724 631 -461
815 116 543
137 482 544
572 662 -467
184 785 -23
742 570 545
144 251 -370
423 656 -959
87 471 252
557 21 798
742 320 903
418 163 921
654 316 -994
630 514 -99
415 761 -603
367 494 28
643 353 -510
505 238 421
825 67 736
95 60 -90
46 487 238
779 778 -982
174 741 -309
304 124 -966
181 699 75
579 15 960
292 649 792
622 569 1
23 396 672
496 718 571
482 322 103
233 664 -874
474 560 543
233 673 -432
325 677 501
340 494 847
125 403 582
103 544 -568
758 370 -36
355 326 -340
431 375 577
147 145 -550
423 460 -388
632 634 -317
583 547 756
368 603 834
560 3 585
180 82 -737
802 65 79
153 748 -138
557 195 975
212 825 887
434 153 886
792 46 542
144 864 866
522 650 -694
46 825 385
452 393 -271
375 426 686
392 310 -660
823 661 823
505 444 543
285 681 189
169 527 880
705 405 132
261 160 -111
21 106 630
559 582 -899
139 491 679
298 431 -395
638 685 218
310 360 -24
788 450 -629
839 736 845
667 298 72
420 254 -19
89 466 -128
109 566 388
285 562 957
399 384 -354
364 866 204
323 612 -39
673 29 910
350 63 510
337 425 867
63 52 704
286 807 493
454 230 757
208 535 743
266 633 -444
641 295 982
297 704 -376
497 233 509
32 358 504
761 91 -504
554 565 650
718 707 968
95 227 -914
43 157 145
326 229 151
564 211 -895
350 414 23
808 164 480
156 822 -465
590 594 823
70 113 862
823 438 -47
587 659 -469
52 825 -283
44 864 558
628 687 -186
863 111 -712
252 308 -346
544 55 673
494 283 170
77 509 808
88 232 617
497 472 750
119 57 -497
391 419 -444
523 298 -579
138 865 194
72 684 -181
94 503 -109
618 633 412
297 649 -957
340 143 -964
831 688 -156
193 483 885
369 844 726
407 771 103
861 195 292
771 670 712
287 571 788
148 322 -190
867 581 -218
266 505 -414
349 430 378
104 767 -321
126 99 -94
358 230 471
652 25 -137
595 519 783
159 351 785
292 17 -382
168 264 -4
587 80 434
599 442 794
851 732 -122
252 304 548
725 610 210
626 669 145
370 835 -355
770 750 -217
600 379 -587
768 368 803
622 813 -925
212 734 -960
136 143 953
744 119 10
107 655 299
385 815 -821
447 65 -174
396 680 -554
711 393 -189
29 197 -152
474 103 -959
588 205 -147
1 435 942
446 4 613
228 525 998
651 181 -537
90 627 -393
115 216 802
722 53 -229
278 504 -39
54 577 -548
62 843 -459
111 6 -907
278 831 -74
384 173 -316
117 462 -865
434 454 526
590 754 -937
331 48 718
125 772 542
683 701 -216
467 755 616
391 78 789
254 155 598
646 548 -24
255 764 804
672 29 380
167 568 -527
773 246 -42
261 112 -897
86 415 -986
56 75 -714
252 802 4
97 176 -990
767 796 590
23 439 985
42 420 -59
51 324 25
348 231 616
455 267 588
675 417 776
660 134 -499
709 97 -465
448 393 49
468 537 938
712 96 866
317 808 -510
153 226 283
370 671 -201
382 746 836
425 582 -372
457 714 -450
614 531 796
689 77 76
72 56 -762
23 298 412
551 225 -923
842 797 -30
623 147 -200
430 307 715
431 357 973
622 445 -16
727 424 792
798 589 397
633 868 -441
76 77 520
501 374 685
390 74 685
664 480 -824
335 291 82
640 366 52
382 122 738
552 760 -11
846 410 -920
224 569 -866
104 784 -131
736 793 297
665 516 342
126 594 732
142 300 773
679 477 -192
839 320 433
55 40 746
612 442 -299
344 358 -168
672 350 -347
465 531 -782
220 638 -750
869 466 169
69 760 85
293 476 -317
547 251 918
468 152 661
719 668 925
592 185 -292
176 796 901
353 607 -541
391 264 150
151 833 -520
601 683 663
479 493 -208
559 792 -560
284 151 75
449 678 193
532 435 -590
568 479 -72
699 442 -192
74 598 -912
276 33 353
789 197 -878
865 693 -901
576 254 726
370 154 -930
157 404 977
799 801 -22
713 689 283
210 109 420
566 96 -636
586 584 -968
86 701 -332
713 3 -237
382 426 651
489 158 -851
680 368 322
557 264 -36
225 297 376
625 401 -603
662 779 579
293 772 1000
341 163 586
701 332 -381
614 290 385
635 98 959
830 259 -313
577 35 -421
835 49 620
756 361 468
517 350 213
82 205 774
182 551 -540
689 590 339
298 423 -476
823 585 -430
5 376 -783
651 226 460
86 547 -837
810 816 139
867 520 -181
857 142 -383
583 482 925
115 449 -414
462 479 545
639 304 515
839 202 -728
407 458 211
56 129 872
322 816 802
139 386 -553
145 87 -455
548 363 809
867 692 -808
639 224 -174
48 500 642
60 860 -586
550 603 464
682 365 996
571 62 994
413 803 -568
275 66 610
109 397 -345
329 115 -769
329 414 738
840 684 -158
252 64 -931
203 449 271
33 216 -387
305 20 -166
52 404 -94
467 840 241
297 691 -520
621 618 -424
758 46 -800
60 439 -437
504 524 560
383 158 664
467 611 975
461 742 -643
19 719 -34
695 439 63
810 541 -617
109 818 622
406 460 -122
528 727 -765
234 588 -629
221 836 483
438 751 -572
262 158 -204
433 335 -803
623 198 195
669 867 132
173 584 -149
59 301 919
136 106 -165
495 536 923
521 821 -119
56 350 -770
215 506 -756
71 151 824
382 189 163
612 297 789
481 393 -703
185 596 -319
341 358 622
458 627 24
42 71 -253
470 761 403
785 133 901
508 560 596
257 513 -329
280 291 545
646 247 470
231 864 -744
543 244 -695
176 793 823
680 500 333
624 371 -263
193 837 -628
577 788 6
199 723 766
54 233 476
826 639 -824
654 350 5
150 47 305
678 238 912
452 332 749
221 867 -102
824 517 137
569 794 668
75 68 828
293 406 700
18 858 304
836 60 909
825 156 70
806 129 601
367 737 673
424 252 273
219 853 -438
467 373 120
292 865 -935
71 488 432
40 753 137
151 204 -768
539 94 856
294 593 -807
531 394 -960
649 318 -171
12 708 903
12 690 24
397 456 981
593 822 -387
392 318 -942
387 526 -565
362 450 481
727 86 314
198 12 -574
533 309 557
322 311 994
119 409 -654
17 506 713
92 215 -306
192 131 -440
634 837 -37
239 333 -201
87 267 865
637 251 -576
5 859 -346
453 731 175
253 492 -592
370 191 399
829 730 890
492 248 -513
374 218 -94
533 154 106
573 592 742
654 566 632
126 492 -601
851 526 575
220 401 753
831 6 -855
172 491 484
238 376 -814
856 364 -53
626 663 -798
495 557 -140
635 757 276
211 417 313
389 87 980
856 677 -538
708 736 -29
111 603 -125
601 10 -693
440 854 -963
459 325 4
252 670 604
178 848 -385
600 563 -430
569 189 -982
137 735 965
783 743 562
123 196 -122
675 865 466
844 817 -200
626 605 483
690 448 -975
594 471 -663
188 696 -453
307 170 -45
853 376 645
446 72 -437
299 296 -528
109 510 -315
175 232 483
579 866 -602
796 619 -339
452 571 -84
645 764 -614
173 94 887
728 500 -624
454 14 -898
711 768 889
136 245 374
169 20 -815
179 837 447
638 843 417
227 428 -969
34 93 528
194 34 -587
632 432 565
182 687 117
788 343 -710
64 404 -814
672 763 740
189 669 643
791 704 -832
369 305 745
666 610 -76
474 188 -54
721 430 894
449 508 503
725 602 247
499 44 32
50 200 -124
608 253 893
805 554 764
555 434 893
432 760 -852
217 326 942
860 566 -854
349 212 362
163 777 -157
814 614 -739
842 736 217
434 246 6
220 398 350
485 569 859
594 45 554
660 366 461
270 564 -946
41 614 806
140 3 400
508 295 -145
527 626 -598
126 810 675
209 770 -408
523 256 365
755 749 -262
625 468 -122
30 492 -176
56 470 977
26 511 387
409 420 -528
765 511 -494
349 853 873
176 152 504
19 295 859
474 175 -437
164 580 -967
145 739 268
210 298 -479
812 539 815
475 490 639
589 338 -783
469 322 -90
33 432 975
100 557 -684
414 855 -811
497 672 -270
805 730 -153
736 210 -684
566 436 998
397 538 86
843 467 -860
90 604 -331
676 214 690
299 364 149
818 626 292
754 652 428
621 771 985
498 655 -73
503 46 412
635 365 -618
445 671 -980
304 68 193
570 851 188
767 818 944
139 342 374
163 327 -711
901 971
491 895 -244
446 56 614
338 806 -526
267 554 -17
876 382 768
682 280 149
57 213 -717
368 630 685
857 815 64
99 571 -29
230 297 227
498 54 -847
117 482 479
697 355 319
761 207 -484
861 626 -782
711 526 -745
800 726 823
596 1 -635
833 746 -209
731 315 748
574 472 -158
301 489 503
859 658 906
667 130 -157
598 141 595
820 76 -406
505 452 503
180 207 -79
383 231 -349
817 43 294
571 866 458
717 759 -524
492 74 575
26 593 855
853 246 232
78 206 96
863 864 333
683 685 35
1 349 427
389 757 -407
121 722 -401
745 748 -24
671 547 337
318 43 -93
748 363 68
465 700 902
707 877 222
318 281 534
72 260 288
341 19 -501
90 770 620
693 13 -236
25 473 -110
53 811 609
857 446 -20
626 310 -366
54 849 512
9 84 686
110 214 392
381 59 709
99 533 -985
562 732 794
798 4 -196
840 405 868
809 763 868
292 430 -36
787 203 -177
217 661 -563
763 685 344
614 699 413
237 58 542
251 159 -846
429 700 494
594 659 374
747 651 287
94 297 722
817 403 805
118 520 794
312 129 -475
901 470 380
757 52 -424
574 802 526
248 655 -109
731 250 473
575 301 -119
683 325 782
587 680 706
643 639 133
86 800 -993
251 187 -981
538 250 521
737 194 602
232 791 -250
87 694 -75
712 335 -226
633 793 402
511 266 -324
412 169 164
599 220 151
783 880 554
717 31 -534
515 243 -133
687 406 -580
883 787 -267
22 8 -717
279 34 727
480 809 352
599 695 622
605 560 432
304 476 -58
650 90 -543
894 112 -105
761 151 267
236 640 509
409 337 449
599 449 864
698 572 96
711 569 -301
123 325 -409
11 265 213
412 715 -873
10 434 -584
482 394 -921
540 491 445
344 68 -278
749 834 -981
559 133 794
329 558 21
76 154 527
166 82 511
426 84 546
725 346 833
266 59 -177
102 789 -5
386 581 329
634 40 -169
65 73 143
106 551 -40
862 552 724
673 768 -175
447 815 -999
156 635 945
814 880 -755
436 245 986
589 854 318
628 609 107
561 426 -887
672 874 934
48 618 371
787 214 638
329 435 -654
91 699 -75
282 190 504
445 103 948
343 601 -103
572 91 144
739 154 -174
291 104 -179
120 776 -757
387 655 702
117 771 -103
462 252 857
18 371 69
335 715 -179
674 554 -83
73 546 -107
110 310 832
260 822 -203
370 276 -790
585 426 897
732 646 -199
32 265 -57
595 392 -682
876 676 -862
520 183 293
598 110 -453
654 112 942
410 536 729
125 449 -899
69 297 -726
101 171 -505
835 193 10
467 227 96
639 336 395
511 509 745
706 50 -68
414 287 253
643 343 653
631 791 978
15 536 10
73 438 393
44 645 -797
676 552 146
867 695 389
868 257 547
336 784 -620
60 554 639
143 411 946
107 321 -975
563 381 102
677 792 154
9 525 784
340 102 707
89 609 920
145 739 455
238 355 -66
368 773 -759
77 526 -584
389 846 -25
123 893 709
714 720 -472
426 657 285
650 385 -513
805 545 834
29 11 162
515 593 892
338 721 -557
274 519 460
257 304 295
127 304 317
461 219 -589
466 681 -671
277 235 871
136 6 598
777 390 14
697 278 709
623 203 -155
560 269 683
529 67 -635
350 888 -10
98 152 949
651 255 114
215 524 -767
766 1 -835
40 888 -831
497 122 765
890 734 60
287 832 -386
569 309 -629
728 307 -815
6 848 760
485 488 296
871 323 783
59 170 -304
401 724 513
471 413 -265
397 590 432
399 663 -667
118 639 -617
34 45 -576
761 840 161
270 111 272
289 376 286
189 384 192
650 742 -62
192 464 -993
675 276 513
455 683 487
402 120 -852
397 155 -868
550 722 265
876 815 -457
255 264 -433
757 575 566
240 332 597
175 166 -641
11 779 -717
425 579 118
27 315 -601
642 614 451
736 80 372
365 313 510
726 69 60
83 532 500
475 167 570
606 304 -849
305 363 -814
803 432 -621
314 484 71
783 190 551
137 438 692
886 419 -881
490 209 -900
644 674 -92
302 718 596
333 591 331
650 248 -472
286 226 882
174 309 118
194 756 180
876 262 -452
133 825 -898
73 375 -55
22 517 664
553 876 -752
65 143 -560
150 496 -764
754 833 -310
570 187 369
861 616 -193
789 621 441
20 265 11
6 719 618
637 695 -997
423 69 -435
122 374 39
478 383 247
117 828 -948
684 837 -832
618 823 -395
350 892 -289
554 255 826
50 343 607
264 748 -984
871 359 -782
542 317 -84
810 724 987
540 322 -758
137 812 796
517 775 -930
385 45 -429
124 766 -900
303 561 247
712 499 -291
686 793 -250
588 682 -980
552 520 150
793 600 834
186 825 81
376 334 -611
824 480 -369
614 705 490
749 353 -934
83 373 73
853 13 -22
149 389 -567
810 358 816
597 762 -847
155 432 -676
393 806 -241
31 180 -398
838 626 -250
417 421 90
863 414 -448
412 457 912
53 456 517
282 136 -547
603 374 -103
899 846 274
366 584 -502
626 702 969
327 117 -189
881 152 -176
98 237 -725
462 467 -505
257 619 579
650 853 -623
797 226 -705
401 768 450
321 567 -739
253 517 573
82 175 219
197 188 51
585 669 29
350 478 -171
864 436 718
705 812 -374
271 6 675
216 282 -472
670 294 -549
129 159 -408
628 243 -686
838 276 -507
806 558 -675
27 152 604
617 474 -242
103 387 -411
691 411 95
614 348 -136
253 275 -95
20 503 245
743 87 -3
832 791 -977
813 858 411
275 359 -792
499 457 816
585 590 783
312 578 -864
506 416 995
645 593 -232
782 349 -214
402 265 -961
150 640 875
836 890 93
89 494 -213
338 561 720
553 185 -452
641 869 751
296 751 548
551 448 685
886 483 76
531 300 -617
148 684 -857
139 707 110
242 850 997
558 377 883
385 54 -778
178 655 -924
348 319 148
485 850 20
870 123 743
157 185 960
589 769 812
