981 2921
376 737 847
287 738 605
812 978 844
101 404 563
302 713 550
637 970 539
411 920 957
472 589 296
805 629 755
24 523 994
844 232 743
577 953 808
588 793 148
44 403 962
228 430 968
28 660 543
496 690 642
368 233 669
104 910 413
780 851 96
74 458 314
354 7 816
911 491 578
759 80 922
404 420 767
189 579 447
11 7 575
112 861 99
224 538 614
197 42 857
564 936 280
458 727 438
355 795 305
470 966 571
671 143 423
72 934 566
453 489 807
31 134 791
930 571 808
853 596 513
552 238 892
891 122 778
421 199 384
378 709 292
87 184 608
88 887 3
695 909 837
672 283 516
690 79 413
698 739 106
190 817 843
869 154 341
346 463 598
745 418 961
292 832 315
324 495 264
50 600 364
584 463 798
694 214 44
938 393 564
366 18 45
630 596 58
50 439 140
677 11 952
486 494 840
758 486 61
331 641 506
586 476 40
194 274 617
530 977 519
232 119 273
696 534 179
199 798 484
43 419 260
34 178 651
508 940 504
57 965 80
654 799 336
727 422 443
61 626 180
104 302 962
413 641 672
232 347 516
611 802 151
166 413 553
267 770 764
528 693 88
160 163 488
307 740 308
176 741 169
886 60 143
64 302 954
693 836 527
240 673 394
574 771 606
841 791 486
10 99 201
223 960 981
203 968 214
962 510 91
688 250 628
888 472 539
398 625 433
172 694 691
69 709 458
478 496 179
845 583 328
343 908 316
805 68 509
565 292 164
14 959 769
775 616 854
97 646 317
965 359 390
758 265 606
553 833 187
635 905 34
68 127 830
600 944 653
711 428 768
781 208 889
905 73 917
711 695 696
425 760 231
945 542 179
249 245 304
236 37 381
338 718 759
836 793 771
878 436 72
961 668 187
357 341 273
269 729 788
566 796 253
552 604 825
318 39 904
220 565 427
403 547 555
497 365 446
758 403 710
115 257 842
213 249 71
723 360 326
59 850 976
1 39 915
581 915 752
442 281 999
187 341 321
969 968 947
717 662 516
898 560 604
687 832 68
519 85 819
669 481 727
5 222 854
162 647 512
246 823 823
271 116 230
764 300 914
305 283 900
539 220 977
512 869 400
420 137 207
767 629 958
438 655 843
479 473 150
441 130 139
933 878 954
881 311 178
936 274 863
297 521 204
749 845 722
71 864 387
496 19 839
869 945 82
617 245 299
676 683 276
856 667 690
372 725 326
440 827 934
419 894 58
594 120 732
828 452 384
32 445 56
473 435 7
977 499 49
443 952 628
217 672 446
518 741 472
916 303 990
491 488 365
283 850 362
372 939 585
582 746 126
438 76 51
467 144 565
796 948 238
562 456 959
473 143 522
814 582 411
887 672 931
131 832 534
282 368 632
815 519 966
87 928 50
877 653 260
830 592 994
685 492 995
199 579 181
635 397 60
75 837 959
21 262 425
699 360 174
432 518 184
783 149 627
259 191 460
474 698 381
291 520 627
846 553 102
75 367 349
138 927 446
121 46 194
922 496 757
311 791 10
224 517 308
503 68 455
253 685 425
173 544 220
508 922 460
524 931 537
972 741 230
307 394 208
373 310 481
524 862 382
292 764 515
739 214 516
717 178 926
334 187 746
104 335 105
883 651 437
77 409 143
883 908 308
361 406 290
447 489 185
696 901 221
463 757 3
265 690 31
841 286 872
694 839 44
261 622 367
398 23 552
968 291 302
792 236 929
681 921 177
13 521 631
792 909 412
257 40 947
773 568 593
352 914 686
378 417 99
733 225 337
654 8 826
301 503 59
397 811 354
255 477 915
272 509 111
662 793 213
626 595 966
541 929 910
56 295 564
601 629 984
926 901 511
30 367 313
909 73 831
941 393 587
211 613 30
617 925 473
278 23 223
810 82 924
379 597 950
798 124 821
86 736 32
568 436 772
137 977 815
950 31 568
400 845 968
666 697 710
945 899 436
228 532 875
256 175 726
167 216 744
598 77 284
301 60 102
606 666 489
475 518 406
712 954 998
452 299 579
553 897 534
282 234 382
769 524 869
474 872 361
224 16 12
100 173 856
288 958 66
129 173 939
586 242 70
374 442 924
666 165 232
129 632 939
227 391 705
548 501 779
647 955 71
437 204 563
401 515 809
770 161 863
356 924 637
490 564 47
434 916 172
576 869 334
711 881 69
769 757 705
328 570 806
795 899 861
323 252 245
503 188 352
306 648 530
937 14 290
554 769 355
276 126 326
981 698 170
62 586 815
145 792 486
2 688 463
578 533 666
484 612 189
501 418 696
735 911 755
228 853 801
244 237 163
604 824 841
822 527 116
385 254 339
565 347 247
55 283 187
979 216 885
315 91 853
172 911 912
476 815 916
47 739 163
636 858 488
930 384 761
598 911 655
304 126 71
54 623 666
458 578 703
172 642 103
344 463 888
248 541 473
909 357 42
846 942 535
363 902 806
972 729 843
286 396 219
548 96 725
601 359 961
622 572 981
183 794 195
76 905 892
509 340 830
862 844 271
742 794 552
425 567 461
140 865 281
549 737 115
659 151 363
469 369 729
464 348 540
646 579 565
154 12 754
23 661 69
927 68 793
52 374 785
113 272 374
549 638 368
840 653 924
127 642 546
245 14 964
653 871 287
107 61 604
194 178 77
492 625 453
931 62 587
199 756 743
674 438 330
973 688 179
264 870 172
630 213 345
834 310 489
883 650 681
637 687 617
505 895 799
89 488 291
236 439 669
315 267 111
798 782 852
314 423 871
616 250 893
346 446 596
395 361 124
357 668 633
204 868 680
564 838 44
135 384 261
306 221 323
808 626 270
457 66 260
951 234 832
409 239 510
912 620 969
422 471 531
164 430 466
372 276 293
696 723 627
36 803 761
861 450 721
823 504 246
539 225 992
60 150 391
947 102 114
77 905 324
437 843 643
237 835 576
816 474 296
947 820 506
866 20 860
137 61 468
423 431 16
502 364 477
618 435 583
487 804 499
802 958 831
702 112 678
686 302 669
266 106 415
421 902 491
909 451 393
784 980 295
465 775 424
414 364 165
100 231 655
888 86 350
768 311 636
25 875 830
740 968 875
726 845 883
902 511 999
864 962 883
886 654 464
430 421 238
350 206 274
152 716 139
57 826 399
199 515 1
225 784 206
925 274 709
601 265 185
16 630 445
213 848 136
185 413 318
851 644 446
515 314 21
189 283 264
300 900 421
729 735 498
870 392 703
514 768 879
44 954 592
430 184 200
368 683 516
695 730 659
792 355 748
768 968 867
424 74 330
40 901 373
239 913 760
179 304 937
918 446 454
104 278 265
239 753 809
965 839 615
570 785 367
819 340 240
755 456 65
560 239 755
299 453 551
315 368 126
829 170 601
793 540 341
32 749 81
773 924 329
29 364 595
212 60 232
689 197 211
371 172 880
865 748 442
142 665 763
873 65 901
191 54 361
845 671 421
642 240 469
958 417 630
644 565 809
662 701 598
404 29 164
916 814 104
729 529 137
713 362 707
178 641 99
123 296 541
97 559 346
976 644 503
251 789 24
475 829 802
229 101 359
460 132 410
545 941 608
251 953 79
732 700 791
856 133 953
138 745 508
501 400 774
976 258 282
511 644 6
639 802 123
455 928 956
505 137 487
962 61 791
370 659 432
352 34 273
462 380 320
615 901 387
663 596 699
419 85 476
947 979 892
132 864 663
512 109 223
976 519 311
527 721 531
776 936 736
407 842 168
38 30 474
945 813 351
935 492 776
24 568 472
182 158 775
671 933 173
491 918 644
498 444 945
4 439 988
334 975 606
84 54 928
567 15 346
367 378 972
58 428 94
939 883 533
198 1 265
213 538 196
307 340 123
222 143 186
242 389 679
952 434 357
509 767 164
180 240 4
902 149 400
829 443 368
273 978 185
631 597 680
641 98 301
678 509 564
448 229 1
200 608 847
791 666 883
292 978 969
154 635 207
272 429 649
455 34 277
455 742 912
94 452 84
980 634 220
738 340 441
